ticket_id,tenant_id,opened_by_user_id,created_at,priority,channel,subject,body,resolved_at,csat_score
TK300588,T1013,UHSHV1Y04Z,2025-10-26 01:06:11,low,phone,Audit trail gaps on weekends,"au (running v3.9.5)dit blank for saturday edits, compliance breathing down pls advise quick",2025-10-28 19:27:38.263655352,4.7
TK300589,T1005,UFZDTC5PAY,2025-10-02 08:35:50,high,email,Webhook retries too slow,"retry logic busted, queue stuck since yesterday, mostly on iOS17",2025-10-03 17:14:08.311183379,4.1
TK300590,T1036,UG9RDPXDFO,2025-11-10 15:46:51,medium,email,Webhook retries too slow,"webhooks crawling, retries hours apart, downstream SLA toast, mostly on macOS14",2025-11-12 08:23:56.980312592,4.5
TK300591,T1039,UM9DEOCIRI,2025-06-10 21:17:07,high,phone,Export to CSV missing columns,"downloaded report missing key cols, broke our pip (running v4.0.0)eline, region US",2025-06-12 00:15:34.463387699,4.2
TK300592,T1008,UYRHKKNNAE,2024-11-18 04:58:35,low,email,SSO not working for new hires,"onboarding blocked, sso error pops after creds, urgent fix pls, region US",2024-11-20 13:55:07.722423364,5.0
TK300593,T1031,UZ3VWLO7AM,2024-12-24 01:48:40,medium,slack,Webhook retries too slow,"delivery lag insane, partners yel (running v4.0.0)ling, any hotfix?, mostly on Windows 11",2024-12-26 03:48:11.623806605,4.8
TK300594,T1023,UI8E8QKXKI,2025-07-21 03:29:14,medium,portal,Mobile app crashes offline,"field reps stuck, app dies when offline mode kicks in",2025-07-22 08:55:31.266727497,4.8
TK300595,T1005,UXMJBLINEE,2025-09-21 19:35:54,medium,portal,Audit trail gaps on weekends,"trail (running v4.0.0) holes after midnight ops, scary for audits",2025-09-22 03:51:17.255414604,5.0
TK300596,T1031,UFCA6R0AMC,2024-12-02 09:47:34,low,phone,Mobile app crashes offline,"field reps stuck, app dies when offline mode kicks in, region LATAM pls advise quick",2024-12-03 08:47:32.995091953,3.8
TK300597,T1035,U6WST0XO2D,2025-11-05 07:20:04,low,email,Anomaly alerts too noisy,"noise level crazy, ops ignoring alerts now, mostly on Win10 pls advise quick",2025-11-07 00:24:52.341187487,4.6
TK300598,T1031,UV49TDYF12,2025-03-01 13:48:16,medium,email,Audit trail gaps on weekends,"weekend logs missing, risk for EU re (running v4.1.2)gion, mostly on Android13",2025-03-04 11:48:25.228212301,5.0
TK300599,T1005,U429OMUWAH,2025-08-02 23:59:50,low,phone,Export to CSV missing columns,"exports incomplete since last push, need cost_center back, region LATAM",2025-08-05 11:22:55.029912687,4.0
TK300600,T1020,UFVB71GHLU,2025-05-18 18:59:02,high,email,QnA responses irrelevant,"qna (running v3.2.1) giving nonsense, not grounded in docs, region APAC, mostly on macOS13",2025-05-19 17:33:49.749760137,5.0
TK300601,T1011,UJUIS2GY9Y,2025-06-07 22:32:43,low,teams,Webhook retries too slow,"delivery lag insane, partners yelling, any hotfix?, region EU, mostly on macOS14",2025-06-08 06:25:58.735722506,5.0
TK300602,T1008,U2SKKFTFYT,2025-03-27 03:56:04,low,slack,Audit trail gaps on weekends,"trail holes after midnight ops, sca (running v4.1.2)ry for audits, mostly on macOS13",2025-03-28 08:54:21.689880874,4.3
TK300603,T1014,ULEU1S5N18,2025-04-10 11:51:03,high,email,Audit trail gaps on weekends,"audit blank for saturday edits, compliance b (running v4.1.2)reathing down, region US, mostly on iOS17",2025-04-12 04:06:16.064800845,3.0
TK300604,T1027,UKWFG3MWU4,2024-11-30 16:13:15,low,portal,Mobile app crashes offline,"offline sync triggers crash, started after v4  (running v4.0.0)rollout",2024-12-02 12:49:21.375991424,4.1
TK300605,T1008,UI6KTI221X,2025-05-13 10:13:14,medium,portal,Export to CSV missing columns,"downloaded report missing key cols, broke our pipeline, mostly on macOS13",2025-05-14 02:40:29.750809049,3.7
TK300606,T1023,UN4XXZU368,2025-01-30 09:38:29,high,portal,QnA responses irrelevant,"responses off-topic, custome (running v4.1.2)rs confused big time, region APAC",2025-01-31 12:57:55.909004921,4.4
TK300607,T1024,UC86Z1B98V,2024-12-25 15:33:20,medium,email,Webhook retries too slow,"webhooks cra (running v4.0.0)wling, retries hours apart, downstream SLA toast, region EU, mostly on iOS17 pls advise quick",2024-12-28 02:02:31.836736368,4.0
TK300608,T1027,USY4VY32I3,2025-03-16 06:43:03,high,portal,Mobile app crashes offline,"field reps stuck, app die (running v4.0.0)s when offline mode kicks in, region US, mostly on Windows 11",2025-03-17 21:16:45.901089667,4.2
TK300609,T1021,UPXKC5I8XO,2025-08-14 15:25:50,low,email,SSO not working for new hires,"new folks can't log in, sso handshak (running v3.2.1)e fails, okta config seems fine",2025-08-15 21:59:31.726445220,3.5
TK300610,T1037,U359TSUJT7,2025-01-15 21:38:37,high,email,QnA responses irrelevant,"bot answers outdated stuff, pricing in (running v3.9.5)fo wrong",2025-01-17 18:20:40.631678570,3.2
TK300611,T1014,UHG4BC2FVF,2025-02-11 08:57:42,low,slack,Export to CSV missing columns,"downloaded report missing key cols, brok (running v4.1.2)e our pipeline pls advise quick",2025-02-11 15:12:34.720417219,4.7
TK300612,T1022,UYB7W8P74M,2025-07-12 06:51:05,medium,portal,OCR results are inconsistent,"scanned docs look messy, tables broken, nu (running v3.2.1)mbers missing, feels worse after last update, region US, mostly on macOS14 pls advise quick",2025-07-13 08:34:09.211667501,4.5
TK300613,T1003,UWJTIQWNRH,2025-10-12 16:59:59,urgent,portal,Mobile app crashes offline,"field reps stuck, app dies (running v3.2.1) when offline mode kicks in, mostly on macOS13 pls advise quick",2025-10-14 00:14:33.642441564,3.8
TK300614,T1021,URAV85886D,2025-08-10 22:55:42,urgent,email,Anomaly alerts too noisy,"noise level crazy, ops ignoring alerts now, region US, mostly on Win10 pls advise quick",2025-08-13 10:00:33.322520215,4.6
TK300615,T1036,UK7QIRJQR0,2024-11-25 01:37:01,medium,email,Anomaly alerts too noisy,"alert storm every morning, mostly false positives",2024-11-27 12:44:53.597923477,3.8
TK300616,T1013,URGTZ6QL3E,2025-06-15 04:59:02,low,email,OCR results are inconsistent,"scanne (running v3.9.5)d docs look messy, tables broken, numbers missing, feels worse after last update, region US",2025-06-16 12:30:03.869846855,3.9
TK300617,T1017,U6SZO61LQO,2025-11-10 00:53:09,low,phone,Mobile app crashes offline,"field reps stuck, a (running v3.9.5)pp dies when offline mode kicks in, region APAC pls advise quick",2025-11-11 00:12:14.576420074,4.1
TK300618,T1012,UEJI4P0E4Y,2025-04-29 03:07:16,low,portal,Webhook retries too slow,"del (running v4.0.0)ivery lag insane, partners yelling, any hotfix?, mostly on macOS14",2025-05-01 11:59:46.906250957,4.4
TK300619,T1031,UWIOXD9CSS,2025-09-05 10:38:46,medium,slack,Webhook retries too slow,"retry logic busted, queue stuck since yesterday, region US, mostly on macOS13",2025-09-06 12:49:03.240766081,4.0
TK300620,T1009,U9ZIVZG92S,2025-04-25 20:29:30,medium,email,Export to CSV missing columns,"exports incomplete since last push (running v4.0.0), need cost_center back, region LATAM, mostly on Android13 pls advise quick",2025-04-26 18:23:27.680097266,3.8
TK300621,T1026,U7SA7IDI09,2024-12-17 08:40:15,high,email,SSO not working for new hires,"onboarding  (running v3.9.5)blocked, sso error pops after creds, urgent fix pls, region LATAM, mostly on macOS13 pls advise quick",2024-12-18 18:17:20.885918551,4.1
TK300622,T1015,UIJL2Z0LJC,2025-06-11 03:45:29,low,email,Webhook retries too slow,"delivery lag insane, partners yelling, any hotfix?, region LATAM",2025-06-13 08:33:34.598851940,4.2
TK300623,T1023,U61QSKFNNM,2025-10-20 15:04:06,low,slack,Anomaly alerts too noisy,"alert storm every morning, mostly false positives, region US, mostly on Windows 11",2025-10-21 18:24:43.604883253,3.6
TK300624,T1037,UHHW9BH2MP,2025-10-25 08:06:12,medium,email,SSO not working for new hires,"new folks can (running v4.1.2)'t log in, sso handshake fails, okta config seems fine",2025-10-27 03:30:33.570343707,5.0
TK300625,T1021,UL3K4BK8EJ,2024-12-15 14:55:46,high,teams,OCR results are inconsistent,"ocr keeps jumbling invoice lines, maybe related to new patch? pls advise quick",2024-12-16 03:50:14.751303577,4.4
TK300626,T1000,U4TT43TUYK,2025-06-10 05:34:20,low,email,Audit trail gaps on weekends,"weekend logs missing, risk for EU region",2025-06-11 06:31:45.363654473,2.9
TK300627,T1030,UGMS66KE6Z,2025-01-21 22:45:42,medium,email,OCR results are inconsistent,"ocr ke (running v4.0.0)eps jumbling invoice lines, maybe related to new patch?, region LATAM pls advise quick",2025-01-22 07:34:39.846145539,3.9
TK300628,T1026,UQX0MUL27B,2024-12-01 17:46:59,low,portal,QnA responses irrelevant,"bot answers outdated stuff, pricing info wrong, region APAC, mostly on macOS14",2024-12-03 01:54:29.812670037,4.7
TK300629,T1035,UM75PSZ1CT,2025-07-31 12:38:42,high,teams,SSO not working for new hires,"onboarding blocked, sso error pops after creds, urgent fix pls",2025-08-03 16:38:56.251889581,3.8
TK300630,T1019,UPKVCM2CD1,2025-04-23 13:35:33,medium,portal,QnA responses irrelevant,"bot answers outdated stuff, pricing info wrong, mostly on Win10",2025-04-23 21:31:01.535131754,3.0
TK300631,T1005,U7MNCTICEA,2025-05-14 05:26:49,high,email,OCR results are inconsistent,"accuracy tanked on PDFs, esp multi-page ones, any work (running v3.2.1)around?",2025-05-14 18:27:30.161288510,2.8
TK300632,T1019,UVGKH250CV,2025-10-10 21:34:48,low,portal,QnA responses irrelevant,"responses off- (running v3.9.5)topic, customers confused big time",2025-10-12 15:23:46.849957987,4.5
TK300633,T1039,UD0N53R4SI,2024-12-04 11:42:02,medium,email,SSO not working for new hires,"new folks can't log in, sso handshake fails, okta config seems fine, mostly on Android13",2024-12-06 06:09:24.344475176,4.3
TK300634,T1005,UXB9YO18PA,2025-05-11 14:41:36,low,email,Anomaly alerts too noisy,"anomaly detector spamming, need tunin (running v3.2.1)g asap, region APAC, mostly on Android13",2025-05-12 07:03:18.340889883,4.5
TK300635,T1022,U1L1CEGOYN,2025-09-19 00:01:20,medium,slack,OCR results are inconsistent,"scanned docs look messy, tables broken, numbers missing, feels worse after last update, region APAC, mostly on Windows 11 pls advise quick",2025-09-21 19:20:35.772690408,4.9
TK300636,T1039,UXFJNJD5SL,2025-06-12 11:28:54,medium,email,Mobile app crashes offline,"field reps stuck, app dies when offline mode kicks in, mostly on macOS14",2025-06-13 23:30:13.191868420,4.0
TK300637,T1038,UZB1EDMBJH,2025-09-30 09:27:22,high,phone,Anomaly alerts too noisy,"alert storm every morning, mostly false positives, region LATAM pls advise quick",2025-10-01 18:07:20.953178591,3.6
TK300638,T1031,U3E4XYF9IG,2025-01-02 08:48:07,medium,portal,Webhook retries too slow,"retry logic busted, queue stuck si (running v3.2.1)nce yesterday, region LATAM, mostly on iOS17",2025-01-03 14:32:50.833011496,3.1
TK300639,T1005,U4EQKQ7MOU,2024-11-13 12:15:55,medium,portal,Webhook retries too slow,"delivery lag insane, partners yelling, any hotfix?",2024-11-14 13:44:42.366067126,2.3
TK300640,T1004,UZMVYD47DZ,2025-10-02 11:11:14,medium,portal,Anomaly alerts too noisy,"noise level crazy, ops  (running v4.1.2)ignoring alerts now, mostly on Android13",2025-10-02 22:15:50.203573143,3.8
TK300641,T1011,UCFWAWQ4X6,2025-03-30 23:48:42,low,slack,Webhook retries too slow,"delivery lag insane, (running v3.9.5) partners yelling, any hotfix?, region APAC",2025-03-31 13:03:46.472099391,5.0
TK300642,T1036,U3QIUA08EK,2025-10-05 09:03:40,high,portal,Mobile app crashes offline,"offline sync triggers crash, started after v4 rollout",2025-10-06 16:48:10.966122439,3.5
TK300643,T1008,UC8DO1P98S,2025-01-27 01:20:26,medium,portal,QnA responses irrelevant,"responses off-top (running v4.0.0)ic, customers confused big time, region US, mostly on macOS13",2025-01-28 08:10:30.712041309,4.1
TK300644,T1024,U3UZ3AOEAO,2025-01-13 04:53:53,high,slack,QnA responses irrelevant,"bot answers outdated stuff, pricing info wrong, mostly on Win10",2025-01-16 04:39:40.399858373,4.7
TK300645,T1033,UA1RYZTBVH,2025-08-31 19:18:40,high,slack,Mobile app crashes offline,"field r (running v4.0.0)eps stuck, app dies when offline mode kicks in, region EU",2025-09-03 14:58:28.051872308,4.9
TK300646,T1035,UO74JLYS7J,2025-03-24 13:10:36,high,phone,SSO not working for new hires,"onboarding blocked, sso error pops after creds, urgent fix pls",2025-03-25 21:14:18.132954654,3.8
TK300647,T1014,UC55C5MWBW,2025-02-10 11:04:53,high,email,QnA responses irrelevant,"responses off-topic, customers  (running v4.0.0)confused big time, mostly on Windows 11",2025-02-10 23:48:54.464028551,2.4
TK300648,T1026,UEEV7INRZJ,2025-03-27 00:42:38,medium,email,Export to CSV missing columns,"downloaded report missing key cols, broke our pipeline, mostly on Windows 11",2025-03-28 14:18:47.366670526,4.2
TK300649,T1003,U6WPR97Y2L,2025-08-24 12:18:41,low,phone,Export to CSV missing columns,"downloaded report missing key cols,  (running v3.9.5)broke our pipeline, region US, mostly on Windows 11 pls advise quick",2025-08-26 20:11:04.274778346,5.0
TK300650,T1001,U7MEHZS8F0,2025-01-29 07:08:21,medium,email,QnA responses irrelevant,"qna g (running v4.1.2)iving nonsense, not grounded in docs, region US",2025-01-29 21:33:58.091986892,2.9
TK300651,T1027,UEGT5JZTFB,2025-05-30 11:58:46,high,email,Anomaly alerts too noisy,"anomaly detector (running v4.0.0) spamming, need tuning asap, region US pls advise quick",2025-06-02 04:53:10.928961749,2.8
TK300652,T1021,UDO8YU98GF,2025-03-19 06:15:16,medium,portal,OCR results are inconsistent,"accuracy tanked on PDFs, esp multi-page ones, any workaround? pls advise quick",2025-03-21 20:47:44.915664643,4.4
TK300653,T1039,UEAARDQV9K,2025-10-15 14:27:31,medium,phone,OCR results are inconsistent,"scanned docs look messy, tables broken, numbers missing, feels worse after last update, region US",2025-10-16 18:26:55.850597365,4.2
TK300654,T1001,U2SW01M4Y0,2025-09-12 01:21:36,high,email,Mobile app crashes offline,"field reps stuck, app dies when offline mode kicks in pls advise quick",2025-09-13 02:08:58.836729447,3.8
TK300655,T1003,U58YOFVYG7,2025-02-25 13:41:37,low,email,Webhook retries too slow,"webhooks crawling, retries hours apart, do (running v4.1.2)wnstream SLA toast, mostly on iOS17",2025-02-26 18:44:02.444567100,4.5
TK300656,T1035,U5FQJIT6F5,2025-03-07 23:12:17,low,email,Webhook retries too slow,"retry logic busted, q (running v3.9.5)ueue stuck since yesterday, region EU, mostly on Android13 pls advise quick",2025-03-10 09:12:39.140804027,3.7
TK300657,T1000,U2B62346A4,2025-03-21 20:45:55,medium,slack,Webhook retries too slow,"retry logic busted, (running v3.2.1) queue stuck since yesterday, region US",2025-03-22 16:35:40.630337393,3.7
TK300658,T1035,UAMXA6S0JE,2025-08-19 04:37:55,low,email,OCR results are inconsistent,"ocr keeps jumbling invoice line (running v3.2.1)s, maybe related to new patch?, region EU, mostly on Windows 11",2025-08-20 14:03:17.870040905,3.6
TK300659,T1037,UO5XKQR4ZL,2025-01-08 09:50:45,high,portal,Export to CSV missing columns,"downloaded report missing key cols, broke our pipeline pls advise quick",2025-01-08 23:32:44.363609413,4.3
TK300660,T1022,UVV1ERK0VF,2025-01-12 05:30:09,medium,phone,SSO not working for new hires,"onboarding blocked, sso error pops after creds, urgent fix pls, region LATAM, mostly on Windows 11",2025-01-14 12:13:24.691176408,4.1
TK300661,T1038,UJDH2UDX1Z,2025-01-06 06:42:19,high,slack,Mobile app crashes offline,"offline sync triggers crash, started after v4 r (running v4.1.2)ollout, region EU, mostly on Win10",2025-01-06 22:34:12.858634343,4.7
TK300662,T1036,UXDY633M23,2025-08-22 03:46:18,high,email,Anomaly alerts too noisy,"alert storm every morning, mostly false positives, mostly on macOS13",2025-08-25 23:09:23.313123855,5.0
TK300663,T1005,U6HZ72KXSJ,2025-03-07 04:52:34,low,email,Audit trail gaps on weekends,"audit blank for saturday edits, compliance breathi (running v4.0.0)ng down pls advise quick",2025-03-09 01:28:56.811174118,4.6
TK300664,T1024,UL72V08KTR,2025-01-25 20:36:05,low,teams,Anomaly alerts too noisy,"anomaly detector spamming, need tuning asap",2025-01-26 04:36:36.817461878,4.0
TK300665,T1024,UTNYFM7VH3,2025-10-24 05:41:12,medium,email,Mobile app crashes offline,"of (running v3.2.1)fline sync triggers crash, started after v4 rollout, mostly on Windows 11 pls advise quick",2025-10-25 15:17:18.552787320,4.1
TK300666,T1034,UECKC546RX,2025-04-27 16:28:51,low,teams,Mobile app crashes offline,"crash loop in airplane mode (running v3.9.5), logs show weird stacktrace, region US, mostly on macOS13",2025-04-29 06:26:24.369451534,4.5
TK300667,T1031,UEKOT16MIG,2025-05-19 17:42:55,low,email,Audit trail gaps on weekends,"audit blank for saturday edits, compliance breathing down, region EU",2025-05-22 00:30:25.061609749,4.1
TK300668,T1028,US1A5UGXBR,2025-07-14 16:53:38,high,portal,QnA responses irrelevant,"responses off-topic, cust (running v4.1.2)omers confused big time, region APAC pls advise quick",2025-07-16 15:43:08.066960792,4.4
TK300669,T1039,UKUC9PBTYJ,2025-06-13 20:00:35,low,email,Mobile app crashes offline,"offline sync triggers crash, started after v4 rollout, region EU, mostly on iOS17",2025-06-16 05:08:37.271731330,4.5
TK300670,T1000,UOALFWYPEE,2025-02-18 18:59:21,low,slack,Export to CSV missing columns,"exports incomplete since last push, need cost_center back",2025-02-20 22:31:56.041035091,4.0
TK300671,T1000,USZRK6ILCG,2025-06-05 05:30:51,low,email,QnA responses irrelevant,"qna giv (running v4.1.2)ing nonsense, not grounded in docs, mostly on Android13",2025-06-06 09:49:12.402549900,3.9
TK300672,T1004,UH4GYMRRQS,2025-01-07 01:55:36,high,portal,Export to CSV missing columns,"csv export skips cost center and project fields, finance mad, mostly on iOS17",2025-01-08 09:31:31.596143371,3.8
TK300673,T1026,USRLDHH2KS,2025-10-23 16:36:35,medium,phone,Webhook retries too slow," (running v3.2.1)delivery lag insane, partners yelling, any hotfix?, mostly on macOS13",2025-10-25 16:20:18.674870331,4.2
TK300674,T1002,UWT9NM3V2P,2025-07-19 02:51:46,medium,portal,Webhook retries too slow,"retry l (running v4.0.0)ogic busted, queue stuck since yesterday, region APAC pls advise quick",2025-07-20 01:19:07.370191577,4.5
TK300675,T1022,UFZJOIGO58,2025-06-13 06:54:20,low,email,Audit trail gaps on weekends,"weeken (running v4.0.0)d logs missing, risk for EU region, region LATAM, mostly on iOS17",2025-06-14 07:15:19.786330600,4.1
TK300676,T1001,UP8HQMABSI,2025-10-05 22:15:26,low,teams,Webhook retries too slow,"delivery lag insane, partners yelling, any hotfix?, mostly on Windows 11 pls advise quick",2025-10-06 07:58:41.267724179,4.6
TK300677,T1012,UMDB93QXGL,2025-01-28 17:36:50,low,email,Audit trail gaps on weekends,"weekend logs missing, risk for EU region, region LATAM, mostly on Android13",2025-01-29 20:21:40.343127998,3.2
TK300678,T1010,U992QC6DR0,2025-02-25 08:07:08,medium,phone,Audit trail gaps on weekends,"audit blank for saturday edits, compliance breathing down, mostly on Android13",2025-02-27 06:26:25.255702460,4.7
TK300679,T1033,U92XPI865E,2025-02-25 03:22:14,high,phone,Mobile app crashes offline,"crash loop in airplane mode, logs show weird stacktrace, region LATAM, mostly on Windows 11",2025-02-25 08:17:42.628693252,4.4
TK300680,T1015,U8P0LW3895,2025-01-13 03:18:30,high,teams,Webhook retries too slow,"delivery lag insane, partners yelling, any hotfix?, mostly on Windows 11 pls advise quick",2025-01-15 05:12:11.844766254,4.5
TK300681,T1030,UR58PS0RS9,2025-05-30 02:04:47,medium,email,OCR results are inconsistent,"accuracy tanked on PDFs, esp multi-page ones, any workaround?, region EU, mostly on macOS13",2025-05-31 05:20:35.738267432,3.8
TK300682,T1018,U0DSG62NGX,2025-10-03 19:45:59,high,email,OCR results are inconsistent,"scanned docs look messy, tables broken, numbers mi (running v3.2.1)ssing, feels worse after last update, region LATAM, mostly on Android13",2025-10-05 12:16:04.386570945,4.6
TK300683,T1025,UXAWTCI9SU,2025-03-14 06:02:52,medium,email,Export to CSV missing columns,"csv export skips cost center and project fields, finance mad, region LATAM pls advise quick",2025-03-16 01:38:19.977694111,3.3
TK300684,T1014,U7HA752A97,2025-02-12 05:12:02,low,portal,SSO not working for new hires,"login bombs for fresh (running v3.9.5) accounts, maybe SCIM sync lag?, region APAC, mostly on Windows 11",2025-02-14 15:06:03.381869493,4.4
TK300685,T1010,UP61LFC1NL,2025-05-22 20:41:41,medium,portal,Webhook retries too slow,"webhooks crawling, retries hours apart, downstream SLA toast, region EU pls advise quick",2025-05-24 16:40:03.200485941,4.5
TK300686,T1008,U46DERG870,2024-12-18 05:53:26,medium,email,Audit trail gaps on weekends,"weekend logs missing, (running v4.1.2) risk for EU region, region APAC, mostly on macOS13 pls advise quick",2024-12-19 00:47:21.602628839,4.1
TK300687,T1002,UNTVR4FJSB,2025-08-21 05:35:10,high,phone,Audit trail gaps on weekends,"audit blank for saturday edits, compliance breathin (running v3.2.1)g down pls advise quick",2025-08-22 07:55:59.179720786,3.3
TK300688,T1012,U0Q48GCNUB,2025-07-29 14:11:13,high,portal,Mobile app crashes offline,"field reps stuck, app dies  (running v4.0.0)when offline mode kicks in, region APAC, mostly on Android13",2025-07-30 08:28:38.252961643,3.5
TK300689,T1002,UWLWZUB3ZU,2025-10-30 12:14:09,low,email,OCR results are inconsistent,"scanned docs look messy, tables broken, num (running v3.2.1)bers missing, feels worse after last update, mostly on iOS17 pls advise quick",2025-11-02 05:44:13.842252089,4.3
TK300690,T1017,U8LFJDTVV2,2025-07-23 01:00:11,high,email,OCR results are inconsistent,"o (running v4.1.2)cr keeps jumbling invoice lines, maybe related to new patch?, region US pls advise quick",2025-07-24 18:17:12.940061328,3.9
TK300691,T1018,UYLEQDB2PC,2025-07-14 10:51:06,medium,email,Webhook retries too slow,"delivery lag insane, partners yelling, any hotfix?, region EU",2025-07-16 15:28:14.428203037,3.4
TK300692,T1010,UV49TDYF12,2025-11-11 16:51:36,low,email,OCR results are inconsistent,"accuracy tanked on P (running v4.0.0)DFs, esp multi-page ones, any workaround? pls advise quick",2025-11-12 15:39:17.196551859,4.4
TK300693,T1005,UNI10KQSOS,2025-10-07 20:08:04,high,teams,OCR results are inconsistent,"accuracy tanked on PDFs, esp multi-page one (running v3.2.1)s, any workaround?, region APAC, mostly on Android13 pls advise quick",2025-10-08 07:05:46.222191270,3.5
TK300694,T1009,U0SZORK64M,2025-05-18 04:34:59,medium,email,Webhook retries too slow,"delivery lag insane, (running v4.0.0) partners yelling, any hotfix?, region LATAM, mostly on Android13 pls advise quick",2025-05-18 17:40:47.560191803,4.6
TK300695,T1039,URZFDYXSX2,2024-12-13 02:27:14,low,teams,Audit trail gaps on weekends,"audit blank for saturday edits, complian (running v3.2.1)ce breathing down, region US pls advise quick",2024-12-15 14:23:07.347340661,3.7
TK300696,T1001,UOG85D4F2K,2025-05-28 09:10:04,medium,teams,Audit trail gaps on weekends,"audit blank for saturday edi (running v4.0.0)ts, compliance breathing down, region APAC, mostly on Android13",2025-05-30 01:13:07.104073039,4.7
TK300697,T1008,U429OMUWAH,2025-04-16 13:07:27,medium,slack,SSO not working for new hires,"login bombs for fresh accounts, maybe SCIM sync lag?, region EU",2025-04-17 19:16:24.803541183,4.0
TK300698,T1031,UX22J7Q4KF,2025-02-12 13:16:08,low,portal,SSO not working for new hires,"new folks can't log in, sso handshake fails, okta config seems fine",2025-02-13 08:24:59.559533776,3.2
TK300699,T1027,UECI9RTJ6U,2025-10-15 22:42:19,low,email,Mobile app crashes offline,"field reps stuck, app dies when offline mode kicks in",2025-10-16 21:49:01.399861886,5.0
TK300700,T1027,UT419FG4UB,2025-01-10 03:50:53,low,email,Anomaly alerts too noisy,"anomaly detector spamming, need tuning asap, region US, mostly on macOS13 pls advise quick",2025-01-11 20:36:00.472056233,3.6
TK300701,T1022,UU6QLZ2RWG,2024-12-15 18:34:58,medium,email,QnA responses irrelevant,"responses off- (running v4.1.2)topic, customers confused big time, region US pls advise quick",2024-12-18 03:48:28.455523667,4.7
TK300702,T1002,U6GMDRDSFE,2025-10-08 03:24:02,high,teams,OCR results are inconsistent,"scanned docs look messy, tables broken, numbers missing, feels worse after last update, region APAC, mostly on Android13",2025-10-09 01:01:03.816813351,4.5
TK300703,T1032,UHQR6F7QNE,2025-02-26 11:46:52,low,email,Export to CSV missing columns,"downloaded report missing key cols, b (running v3.2.1)roke our pipeline",2025-02-27 06:00:16.097756976,4.3
TK300704,T1014,UNC0I4X6G1,2025-07-25 00:50:32,medium,email,OCR results are inconsistent,"ocr keeps jumbling invoice lines, maybe related to new patch?, region LATAM, mostly on Win10",2025-07-25 16:27:52.667184716,3.7
TK300705,T1024,UT9CD1LQJS,2025-07-07 11:09:58,medium,email,Webhook retries too slow,"retry logic bust (running v3.9.5)ed, queue stuck since yesterday, region EU",2025-07-08 11:49:15.184100168,5.0
TK300706,T1014,UK8EVBRX8U,2025-07-04 15:56:18,high,portal,SSO not working for new hires,"onboarding bl (running v4.0.0)ocked, sso error pops after creds, urgent fix pls, region APAC, mostly on macOS14 pls advise quick",2025-07-07 19:07:23.492070132,3.7
TK300707,T1003,UN9F7QA1VI,2025-01-13 04:40:01,high,teams,Audit trail gaps on weekends,"weekend logs missing, risk for EU region, region APAC pls advise quick",2025-01-14 09:41:02.210077652,5.0
TK300708,T1014,UBHIF5SL1Y,2025-09-27 13:56:31,medium,slack,QnA responses irrelevant,"bot answers outdated stuff, pricing info wrong, region LATAM",2025-09-28 20:03:37.155328788,4.9
TK300709,T1014,UO9X66D7WD,2025-05-02 13:14:37,medium,email,Anomaly alerts too noisy,"noise level crazy,  (running v4.0.0)ops ignoring alerts now, region EU, mostly on Windows 11",2025-05-03 09:36:38.246929002,3.8
TK300710,T1001,UGN8NL4J1O,2025-09-02 09:22:44,high,phone,SSO not working for new hires,"new folks can't log in, sso han (running v4.1.2)dshake fails, okta config seems fine",2025-09-08 14:12:05.165103995,3.8
TK300711,T1009,U5AGP60Q2O,2025-04-24 04:13:59,medium,phone,Webhook retries too slow,"retry logic busted, queue stuck since yesterday",2025-04-24 14:07:10.891308675,3.5
TK300712,T1036,UFES5CS9UI,2025-08-21 15:34:19,medium,phone,Mobile app crashes offline,"field reps stuck, app dies when offline mode kicks in, region LATAM pls advise quick",2025-08-22 16:01:06.701944999,5.0
TK300713,T1019,U61UM04ACC,2024-12-21 05:41:23,medium,portal,Anomaly alerts too noisy,"anomaly detector spamming, need tuning  (running v3.9.5)asap",2024-12-22 11:41:45.979063977,3.7
TK300714,T1008,UYO6ILVB8D,2025-06-13 08:07:32,high,phone,SSO not working for new hires,"onboarding blocked, sso error po (running v4.1.2)ps after creds, urgent fix pls pls advise quick",2025-06-14 14:26:40.539080114,4.8
TK300715,T1015,U6ASSSULJA,2025-01-23 22:42:01,medium,email,QnA responses irrelevant,"qna giving nonsense, not grounded in do (running v3.9.5)cs, region APAC, mostly on Windows 11",2025-01-24 13:00:08.179733900,3.4
TK300716,T1001,UKV9RFTMTT,2025-06-22 12:33:58,medium,teams,Audit trail gaps on weekends,"trail holes after midnight ops, sca (running v3.9.5)ry for audits, mostly on iOS17",2025-06-23 07:41:29.382233676,3.8
TK300717,T1037,UQBW677LRC,2025-01-09 10:37:38,low,email,Mobile app crashes offline,"field reps stuck, app  (running v4.0.0)dies when offline mode kicks in, mostly on macOS13 pls advise quick",2025-01-11 10:59:55.289664669,4.9
TK300718,T1031,UP47D9GB9X,2025-03-24 00:29:38,medium,teams,Mobile app crashes offline,"field reps stuck, app dies  (running v4.1.2)when offline mode kicks in, region EU, mostly on Win10 pls advise quick",2025-03-24 21:13:54.342706673,5.0
TK300719,T1018,UNISOSZ0D3,2025-04-28 02:19:07,high,email,Export to CSV missing columns,"downloaded report mis (running v4.0.0)sing key cols, broke our pipeline",2025-04-30 14:48:43.499323721,3.3
